avaliacao_id,colaborador_id,periodo,nota_tecnica,nota_comportamental,nota_gestor,media_geral,resultado
AVL-02512,VLT-0611,2024-Q2,8.5,5.6,8.1,7.4,Meets Expectations
AVL-02513,VLT-0611,2024-Q4,8.1,6.0,7.2,7.1,Meets Expectations
AVL-02514,VLT-0611,2025-Q1,9.0,7.8,7.6,8.13,Meets Expectations
AVL-02515,VLT-0611,2024-Q3,7.5,5.5,5.4,6.13,Exceptional
AVL-02516,VLT-0611,2024-Q1,7.6,10,7.8,8.47,Meets Expectations
AVL-02520,VLT-0613,2024-Q2,9.8,6.6,7.9,8.1,Exceeds Expectations
AVL-02521,VLT-0613,2025-Q1,4.8,8.0,10,7.6,Exceeds Expectations
AVL-02522,VLT-0613,2024-Q1,8.4,5.9,10,8.1,Meets Expectations
AVL-02523,VLT-0613,2024-Q4,9.3,8.4,6.3,8.0,Below Expectations
AVL-02524,VLT-0613,2024-Q3,8.4,9.3,10,9.23,Exceeds Expectations
AVL-02525,VLT-0613,2025-Q2,7.5,7.4,8.0,7.63,Meets Expectations
AVL-02530,VLT-0615,2024-Q4,7.7,8.6,5.0,7.1,Meets Expectations
AVL-02531,VLT-0615,2024-Q3,8.0,9.2,6.0,7.73,Meets Expectations
AVL-02532,VLT-0615,2024-Q1,7.8,6.1,6.5,6.8,Exceeds Expectations
AVL-02533,VLT-0615,2025-Q2,8.7,6.3,6.0,7.0,Meets Expectations
AVL-02534,VLT-0615,2025-Q1,7.9,8.5,8.0,8.13,Exceeds Expectations
AVL-02535,VLT-0616,2025-Q2,5.1,7.8,,6.63,Meets Expectations
AVL-02536,VLT-0616,2025-Q1,8.4,6.0,6.5,6.97,Exceeds Expectations
AVL-02537,VLT-0616,2024-Q1,6.7,7.9,9.6,8.07,Exceeds Expectations
AVL-02538,VLT-0616,2024-Q2,9.4,6.6,6.6,7.53,Exceeds Expectations
AVL-02539,VLT-0616,2024-Q4,6.6,7.7,7.6,7.3,Below Expectations
AVL-02540,VLT-0617,2024-Q3,8.4,8.9,6.9,8.07,Below Expectations
AVL-02541,VLT-0617,2025-Q1,6.5,10,7.2,7.9,Meets Expectations
AVL-02542,VLT-0617,2024-Q4,3.8,7.5,7.0,6.1,Meets Expectations
AVL-02543,VLT-0617,2024-Q2,8.9,7.4,8.7,8.33,Meets Expectations
AVL-02544,VLT-0618,2025-Q2,7.9,8.2,8.9,8.33,Exceeds Expectations
AVL-02545,VLT-0618,2024-Q4,6.8,6.3,7.2,6.77,Meets Expectations
AVL-02546,VLT-0618,2024-Q3,10,7.8,7.5,8.43,Below Expectations
AVL-02547,VLT-0618,2024-Q1,7.0,7.8,8.8,7.87,Exceptional
AVL-02548,VLT-0618,2025-Q1,6.5,6.1,10,7.53,Exceeds Expectations
AVL-02551,VLT-0620,2024-Q3,3.2,8.0,10,7.07,Meets Expectations
AVL-02552,VLT-0620,2024-Q4,8.3,8.7,7.3,8.1,Exceeds Expectations
AVL-02553,VLT-0620,2025-Q1,8.0,8.7,7.6,8.1,Meets Expectations
AVL-02554,VLT-0620,2025-Q2,8.0,6.8,7.8,7.53,Meets Expectations
AVL-02555,VLT-0620,2024-Q2,10,4.7,4.0,6.23,Meets Expectations
AVL-02556,VLT-0621,2024-Q4,7.6,9.0,7.5,8.03,Exceptional
AVL-02557,VLT-0621,2024-Q1,7.8,6.2,10,8.0,Meets Expectations
AVL-02558,VLT-0621,2025-Q2,5.0,9.5,9.4,7.97,Exceeds Expectations
AVL-02559,VLT-0621,2024-Q3,5.8,6.9,,7.43,Below Expectations
AVL-02563,VLT-0623,2024-Q3,5.9,8.1,10,8.0,Meets Expectations
AVL-02564,VLT-0623,2025-Q1,8.6,8.9,7.9,8.47,Meets Expectations
AVL-02565,VLT-0623,2024-Q2,9.8,9.6,9.0,9.47,Meets Expectations
AVL-02569,VLT-0625,2025-Q1,5.4,6.7,4.8,5.63,Exceeds Expectations
AVL-02570,VLT-0625,2024-Q1,9.5,6.8,5.5,7.27,Meets Expectations
AVL-02571,VLT-0625,2024-Q2,6.8,7.2,7.7,7.23,Meets Expectations
AVL-02572,VLT-0625,2025-Q2,6.7,5.8,5.2,5.9,Meets Expectations
AVL-02578,VLT-0627,2024-Q2,9.5,8.4,6.1,8.0,Exceeds Expectations
AVL-02579,VLT-0627,2024-Q3,6.4,8.4,6.6,7.13,Below Expectations
AVL-02580,VLT-0627,2025-Q2,6.8,8.5,6.7,7.33,Meets Expectations
AVL-02581,VLT-0627,2024-Q4,7.2,7.3,6.2,6.9,Below Expectations
AVL-02582,VLT-0627,2025-Q1,8.7,7.8,9.0,8.5,Meets Expectations
AVL-02595,VLT-0631,2024-Q1,6.6,5.6,5.8,6.0,Meets Expectations
AVL-02596,VLT-0631,2025-Q2,7.1,6.5,9.2,7.6,Exceeds Expectations
AVL-02597,VLT-0631,2025-Q1,7.5,7.1,5.2,6.6,Meets Expectations
AVL-02598,VLT-0631,2024-Q2,8.3,8.7,10,9.0,Below Expectations
AVL-02599,VLT-0631,2024-Q4,10,5.5,,8.1,Meets Expectations
AVL-02600,VLT-0631,2024-Q3,7.9,6.2,6.0,6.7,Meets Expectations
AVL-02609,VLT-0634,2025-Q2,5.5,7.2,6.8,6.5,Below Expectations
AVL-02610,VLT-0634,2025-Q1,8.5,8.0,6.7,7.73,Meets Expectations
AVL-02611,VLT-0634,2024-Q1,8.7,7.8,7.8,8.1,Exceptional
AVL-02612,VLT-0634,2024-Q3,6.5,8.9,8.3,7.9,Exceeds Expectations
AVL-02613,VLT-0634,2024-Q2,7.3,8.4,8.5,8.07,Exceeds Expectations
AVL-02614,VLT-0634,2024-Q4,7.8,8.2,5.4,7.13,Meets Expectations
AVL-02615,VLT-0635,2025-Q2,8.2,7.2,9.9,8.43,Exceptional
AVL-02616,VLT-0635,2024-Q2,5.7,7.5,,7.5,Below Expectations
AVL-02617,VLT-0635,2024-Q4,7.8,6.6,7.7,7.37,Exceeds Expectations
AVL-02618,VLT-0635,2024-Q1,4.3,8.7,7.1,6.7,Exceeds Expectations
AVL-02619,VLT-0635,2024-Q3,9.9,7.9,8.3,8.7,Exceptional
AVL-02628,VLT-0638,2024-Q4,8.5,6.5,6.6,7.2,Meets Expectations
AVL-02629,VLT-0638,2024-Q3,8.5,6.0,9.5,8.0,Exceeds Expectations
AVL-02630,VLT-0638,2024-Q1,8.1,6.5,5.9,6.83,Exceeds Expectations
AVL-02631,VLT-0638,2025-Q1,5.9,7.7,5.4,6.33,Meets Expectations
AVL-02632,VLT-0639,2024-Q2,6.5,7.7,7.0,7.07,Exceeds Expectations
AVL-02633,VLT-0639,2025-Q1,8.4,9.4,6.4,8.07,Exceeds Expectations
AVL-02634,VLT-0639,2024-Q3,9.1,8.7,8.6,8.8,Meets Expectations
AVL-02635,VLT-0639,2025-Q2,7.0,7.0,6.2,6.73,Exceeds Expectations
AVL-02636,VLT-0640,2024-Q4,7.4,7.8,,7.03,Below Expectations
AVL-02637,VLT-0640,2024-Q2,5.8,8.7,8.8,7.77,Exceptional
AVL-02638,VLT-0640,2025-Q2,8.6,7.1,5.8,7.17,Exceeds Expectations
AVL-02639,VLT-0640,2024-Q1,8.0,6.2,6.7,6.97,Exceeds Expectations
AVL-02640,VLT-0640,2024-Q3,8.2,8.0,5.7,7.3,Meets Expectations
AVL-02646,VLT-0642,2025-Q2,7.4,7.0,8.2,7.53,Exceeds Expectations
AVL-02647,VLT-0642,2025-Q1,7.9,8.7,7.1,7.9,Exceeds Expectations
AVL-02648,VLT-0642,2024-Q1,5.0,7.3,6.4,6.23,Below Expectations
AVL-02653,VLT-0644,2025-Q1,6.0,10,7.2,7.73,Below Expectations
AVL-02654,VLT-0644,2024-Q3,5.8,8.6,4.5,6.3,Exceeds Expectations
AVL-02655,VLT-0644,2025-Q2,8.9,8.8,7.4,8.37,Exceeds Expectations
AVL-02656,VLT-0644,2024-Q2,9.1,7.8,8.7,8.53,Exceeds Expectations
AVL-02662,VLT-0646,2024-Q1,6.8,8.0,6.4,7.07,Exceptional
AVL-02663,VLT-0646,2025-Q1,9.8,7.1,6.8,7.9,Meets Expectations
AVL-02664,VLT-0646,2024-Q2,9.2,8.0,4.8,7.33,Exceeds Expectations
AVL-02665,VLT-0647,2024-Q1,5.6,7.8,5.5,6.3,Exceptional
AVL-02666,VLT-0647,2024-Q3,7.9,7.1,10,8.33,Exceeds Expectations
AVL-02667,VLT-0647,2025-Q1,5.3,7.2,4.1,5.53,Below Expectations
AVL-02668,VLT-0647,2024-Q2,8.4,6.2,7.1,7.23,Meets Expectations
AVL-02669,VLT-0647,2025-Q2,7.3,7.6,9.7,8.2,Meets Expectations
AVL-02670,VLT-0647,2024-Q4,8.4,8.2,7.0,7.87,Exceeds Expectations
AVL-02675,VLT-0649,2025-Q2,10,7.2,7.8,8.33,Meets Expectations
AVL-02676,VLT-0649,2024-Q2,7.6,8.1,5.6,7.1,Below Expectations
AVL-02677,VLT-0649,2024-Q1,8.0,6.9,9.4,8.1,Meets Expectations
AVL-02678,VLT-0649,2024-Q3,8.3,6.9,7.3,7.5,Meets Expectations
AVL-02679,VLT-0650,2024-Q2,6.4,6.9,,6.8,Exceeds Expectations
AVL-02680,VLT-0650,2025-Q1,7.9,7.1,5.2,6.73,Exceeds Expectations
AVL-02681,VLT-0650,2024-Q4,3.9,6.8,8.9,6.53,Exceeds Expectations
AVL-02682,VLT-0650,2025-Q2,7.9,7.7,7.0,7.53,Exceeds Expectations
AVL-02683,VLT-0650,2024-Q3,10,5.1,4.4,6.5,Exceptional
